#pid	label	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
_47200308025	1	2.70805	1.38629	1.32176	5.55296	0	1	1	0	1	0	2	3	1.33333	1.33333	0	2	1	1	0	0	0.636514	0.636514	0.636514	0.636514	8.56525	14.1702	12.9119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.656566	0.656566	0.666667	1	0.273737	0.122222	0.733333	5.47495	0.013191	5.3996	0.0140589	254	236	0.929412	0.988363	6.35828	0.00217328	0	0	4.4	0	0	1	4.4	27.9764	4.4	4.4	0	0.5	3.17914	0	0	0	0.5	3.17914	1	1	1	0	1	0	0	0	0.0232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.12913	2.44532	2.89855	2.11106	2.11106	2.11106	2.11106	2.44532	2.85593	3	-0.12	-0.12	0	-0.28	0.0868	-0.28	0.0868	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.11	-0.28	-0.96	-1.368	1	1	1	1	1	1	1	1	1	1	0	0	0.5	3	3	3	1	0	0	0	0	0	2.5	5.75	0.333333	3	0	0	0	1	0	0	0	0	0	0	1	1	3	3
_47200364917	1	1.94591	5.84064	-3.89473	7.19444	1	1	1	0	1	0	9	8	1.125	10.125	0	0	1	1	0	0	1.38629	1.21301	0.37677	1.21301	7.68839	4.33087	8.33783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.498862	0.498862	0.375	1	0.822115	0.520833	1	4.13762	1.20625	3.48731	4.7068	112	110	0.982301	0.873421	4.98748	0.0227832	3.13749	1.66777	4.4	0	0	0	4.4	21.9449	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.5	0.5	0	0	0	0.0238095	0	0	0	0	0	0	0.00729927	0	0.00729927	0	0	0	0	0	1.16786	0	1.16786	1	1	2.31099	3.27377	2.9612	2.34962	2.34962	2.34962	2.40108	3.17826	2.93944	8	-0.66	-0.66	0	-0.8875	0.145593	-0.64	0.002	-1.3	0.0972	0	1	0	0	0	1	0	0	0	1	0	0	-0.66	-0.66	-0.775	-0.844	1	1	1	1	1	1	1	1	1	1	0	0.0124502	0.625	8	5	6	1.2	0	0	0	0	0	2.5	5.75	0.25	4	0	0	0	0.875	0.125	0	0	0	0	0	1	1	8	8
_47200759018	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	2	1	0	0	2.30259	2.02533	0.325083	1.35924	2.55769	5.39928	1.60944	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	1	1.49537	1.49537	1	4.59512	8.76512e-31	4.36945	8.76512e-31	98	78	0.79798	0.959666	5.18848	6.06065e-05	0	0	4.4	0	0	0	4.4	22.8293	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0277778	0	0	0	0	0	0.00561798	0	0	0	0	0	0	0	1.78727	0	0	0	1	1	2.65185	3.07585	2.96918	2.65185	2.65185	2.65185	2.65185	3.07585	2.96918	10	-0.7	-0.7	0	-0.71	0.001	-0.71	0.001	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.7	-0.7	-0.7	-0.72	1	1	1	1	1	1	1	1	1	1	0	0.00996016	1	10	10	10	1	0	0	0	0	0	2.5	5.75	0.2	3	0	0	0	1	0	0	0	0	0	0	1	1	10	10
_47201149371	1	0.693147	1.09861	-0.405465	6.9613	0	1	1	1	0	0	9	2	0	0	0	1	1	1	0	0	0.693147	0.693147	0.693147	0.693147	8.90641	30.9935	12.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.425	0.425	0.5	0.85	0.142157	0.142157	0.852941	5.10732	0.0186962	4.80566	0.0261365	181	136	0.752747	0.950607	6.09292	0.0026112	0	0	4.4	0	0	1	4.4	26.8088	4.4	4.4	0	0.333333	2.03097	0	0	0	0.333333	2.03097	1	1	1	0.333333	0.5	0	0	0	0.0163934	0	0	0	0	0	0	0.00217865	0	0.00217865	0	0	0	0	0	0.327476	0	0.327476	1	1	2.69922	2.27567	3.01855	2.78921	2.78921	2.78921	2.78921	2.73624	3.01855	2	1.56	1.56	0	1.52	0.0032	1.52	0.0032	-3	0	0	0	1	0	0	0	1	0	0	1	0	0	1.52	0.0133333	-0.74	-1.192	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	3	0	0	0	1	0	0	0	0	0	0	1	1	2	2
_47201246717	1	0	0	0	0.693147	0	0	0	0	0	0	2	10	0.2	0.4	0	1	1	1	0	0	2.30259	1.64342	0	1.69574	6.57428	8.87462	4.76217	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646991	0.646991	0.4	0.216216	1.05665	1.04848	0	3.87672	0.189972	3.71437	0.188291	57	46	0.810345	0.966709	5.51342	3.24209e-05	3.71063	0.357863	4.4	0	0	1	4.4	24.259	4.4	4.4	0	0.5	2.75671	0	0	0	0.5	2.75671	1	1	1	0	1	0	0.736842	0	0.038961	0	0	0	0	0	0.00401606	0	0	0	0	0	0	0	1.02528	0.205056	0	0.205056	1	6	2.4217	2.72848	2.78888	2.44958	2.44958	2.44958	2.63782	2.83087	2.89999	10	-1.94	-1.94	0	-1.668	0.127129	-1.988	0.02852	-1.348	0.00152	0	1	0	0	0	1	0	0	0	1	0	0	-1.65	-1.55333	-1.51	-1.48	1	10	9	1	1	1	10	10	1	1	0	0.00996016	0.5	10	5	10	2	0	0	0	0	0	2.5	5.75	0.2	3	0	0	0	1	0	0	0	0	0	0	1	1	10	10
_47201509732	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	0.693147	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	1	0.166667	0.166667	1	3.43399	0	3.43399	0	30	30	1	1	3.43399	0	0	0	4.4	0	0	0	4.4	15.1095	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.333333	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.51779	2.80951	3.00716	2.51779	2.51779	2.51779	2.51779	2.80951	3.00716	2	-1.5	-1.5	0	-1.5	0	-1.5	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.5	-2	-2.25	-2.4	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	3	0	0	0	1	0	0	0	0	0	0	1	1	2	2
_47201698042	1	0	0	0	6.4677	0	0	0	0	0	0	3	2	0	0	0	1	3	0	0	0	0.693147	0.693147	0.693147	0.693147	7.04387	9.40626	9.21254	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	1	0.125	0.125	0.75	6.02576	0.0870695	5.80668	0.0777817	509	404	0.794118	0.968817	7.55809	0.211714	0	0	4.4	0	0	1	4.4	33.2556	4.4	4.4	0	0.333333	2.51936	0	0	0	0.333333	2.51936	1	1	1	0.333333	0.5	0	0	0	0.03125	0	0	0	0	0	0	0.000376932	0	0.0011308	0	0	0	0	0	0.284667	0	0.854	1	0.333333	2.25634	2.72015	2.46274	2.25634	2.25634	2.25634	2.25634	2.72015	2.46274	2	0.94	0.94	0	0.95	0.0002	0.95	0.0002	-3	0	0	0	1	0	0	0	1	0	0	1	0	0	0.95	-0.366667	-1.025	-1.42	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	1	0	0	0	0	0	1	1	2	2
_47201935394	1	0	1.09861	-1.09861	6.31716	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	8.62137	0	8.62137	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.576721	0.576721	0	0.784091	0.377124	0	0.866667	6.06226	0.117333	5.96985	0.121137	550	504	0.916515	0.986915	6.06226	0.117333	0	0	4.4	0	0	0	4.4	26.6739	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.13341	2.24556	2.23047	2.08021	2.08021	2.08021	2.08021	2.42011	2.29842	4	-2.02	-2.02	0	-2.195	0.0353	-2.195	0.0353	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.23	-2.18	-2.195	-2.356	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	4	4	4	1	0	0	0	0	0	2.5	5.75	0.25	4	0	0	0	0	1	0	0	0	0	0	1	1	4	4
_47202147956	1	0	0	0	1.60944	0	0	0	0	0	0	2	7	0.571429	0.952381	2	1	2	0	0	0	1.07899	0.59827	0.59827	0	4.00979	0.0177277	3.93183	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857143	0.857143	0.857143	1	0.520443	0.520443	0.258621	3.68888	2.30084e-31	3.29584	0	39	26	0.675	0.916176	3.78279	0.00326243	0	0	4.4	0	0	0	4.4	16.6443	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.428571	0	0.428571	0	0	0	0	1	1	2.53871	2.83672	2.50115	2.53871	2.53871	2.53871	2.53871	2.83672	2.50115	7	-0.86	-0.86	0	-0.731429	0.161181	-0.731429	0.161181	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.61	-0.5	-0.59	-0.564	1	1	1	1	1	1	1	1	1	1	0	0.0142288	1	7	7	7	1	0	0	0	0	0	2.5	5.75	0.142857	4	0	0	0	0	1	0	0	0	0	0	1	1	7	7
_47202841470	1	0	0	0	2.30259	0	0	0	0	0	0	2	10	2	0	2	2	2	2	0	0	0	0	0	0	4.20469	8.76512e-31	4.20469	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817983	0.817983	0.9	0.923077	1.5	0	1	4.54329	0	4.07754	0	93	58	0.62766	0.915978	6.12249	8.76512e-31	0	0	4.4	0	0	0	4.4	26.939	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0.245283	0	1	0	1	0	0.00219298	0	0.00219298	0	1	0	1	0	1.80398	0	1.80398	0	1	1	2.90048	3.20261	3.43356	2.8986	2.8986	2.8986	2.91243	3.20261	3.46822	10	-0.3	-0.3	0	-0.296	0.00478222	-0.296	0.00478222	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.32	-0.313333	-0.315	-0.34	1	1	1	1	1	1	1	1	1	1	0	0.00996016	1	10	10	10	1	0	0	0	0	0	2.5	5.75	0.1	4	0	0	0	0	1	0	0	0	0	0	1	1	10	10
_47202936441	1	0	0	0	2.30259	0	0	0	0	0	0	2	1	2	0	2	2	0	0	1	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6.13773	0	0	0	4.4	0	0	1	4.4	27.006	4.4	4.4	0	0.166667	1.02295	0	0	0	0.166667	1.02295	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	0.62	0.62	0	0.62	0	0.62	0	-3	0	0	0	1	0	0	0	1	0	0	1	0	0	-1.19	-1.79333	-2.095	-2.276	1	1	1	1	1	0	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	4	0	0	0	0	1	0	0	0	0	0	1	1	1	1
_47202996933	1	0	0	0	2.63906	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06379	0	5.50126	0	429	244	0.569767	0.920365	6.30445	0	0	0	4.4	0	0	0	4.4	27.7396	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.166667	1	0	0	0	0.0215054	0	0	0	0	0	0.00365631	0.00182815	0.00548446	0.00548446	0	0	0	0	0.283134	0.141567	0.424701	0.424701	1	0.5	2.32308	2.02949	2.78713	2.32308	2.32308	2.32308	2.32308	2.02949	2.78713	1	2.3	2.3	0	2.3	0	2.3	0	-3	0	0	0	1	0	0	0	1	0	0	1	0	0	-0.35	-1.23333	-1.675	-1.94	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	4	0	0	0	0	1	0	0	0	0	0	1	1	1	1
_47203899808	1	1.38629	1.09861	0.287682	6.18826	1	1	1	1	0	0	8	10	7.8	0.177778	7	2	1	2	0	0	0.950271	0.950271	0.950271	0.950271	9.32764	3.90794	7.18235	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338745	0.338745	0	0.459459	0.247333	0.209238	0	3.40756	0.544103	3.22528	0.400801	50	40	0.803922	0.958645	5.82662	0.3098	3.78627	0.81863	4.4	0	0	1	4.4	25.6371	4.4	4.4	0	0.2	1.16532	0	0	0	0.2	1.16532	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.24251	2.55577	2.58035	2.49544	2.49544	2.49544	2.69533	2.84124	2.73697	10	-1.84	-1.84	0	-1.572	0.0260622	-1.65333	0.0361333	-1.53714	0.0223238	0	1	0	0	0	1	0	0	0	1	0	0	-1.77	-1.73333	-1.65	-1.632	1	3	2	2	2	1	3	2	2	2	0	0.00996016	0.3	10	3	6	2	0	0	0	0	0	2.5	5.75	0.4	5	0	0	0	0.3	0.5	0.2	0	0	0	0	1	1	10	10
_47204016179	1	0	0.693147	-0.693147	6.35089	0	0	1	1	0	0	7	4	5.25	2.25	7	1	1	1	0	0	1.03972	0.562335	0.562335	1.03972	5.66725	20.1355	1.38629	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368836	0.368836	0.928571	1.79176	0	0	0	5	0	0.166667	0.358197	4.54329	0	0	0	3.71	0	0	0	3.848	17.4826	3.02	4.4	0.666667	0	0	0	0	0	0	0	0.25	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	4	-0.3	-0.3	0	-0.215	0.00996667	-0.215	0.00996667	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.19	-0.193333	-0.215	-0.772	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	4	4	4	1	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	1	0	0	0	0	0	1	1	4	4
_47204597728	1	0	0	0	5.11199	0	0	0	0	0	0	0	2	0	0	0	1	2	2	0	0	0.693147	0	0	0.693147	4.71953	11.6833	7.13648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0.166667	1	1.79176	0	0	0	5	0	0.166667	0.358197	4.99721	0	0	0	3.05	0	0	0	3.32	16.5907	1.7	4.4	0.333333	0	0	0	0	0	0	0	0.75	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2	-0.36	-0.36	0	-0.36	0	-0.36	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.36	-1.24	-1.68	-1.944	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	1	0	0	0	0	0	1	1	2	2
_47204986132	1	0.693147	1.38629	-0.693147	6.7178	1	0	1	1	0	0	6	3	3	9	3	2	0	0	1	0	1.09861	0.636514	0	1.09861	2.41617	2.33765	2.94444	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	0.666667	0	1	0	0	1	2.63906	0	1.60944	0	13	4	0.357143	0.717064	5.24702	0	0	0	4.4	0	0	0	4.4	23.0869	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.5	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	3	-0.64	-0.64	0	-0.706667	0.0133333	-0.706667	0.0133333	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.64	-0.706667	-1.28	-1.624	1	1	1	1	1	1	1	1	1	1	0	0	0.5	3	3	3	1	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	1	0	0	0	0	0	1	1	3	3
_47205726967	1	0	1.09861	-1.09861	5.39363	1	0	0	0	0	0	7	10	0	0	0	1	1	1	0	0	2.30259	2.02533	0.943348	1.41848	5.06835	7.36385	7.15149	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720387	0.722634	0.2	0.684211	0.57431	0.626286	0.458333	5.84439	0.28477	5.64322	0.288727	258	216	0.837838	0.970607	5.84851	0.288108	0	0	4.4	0	0	0	4.4	25.7334	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	1	0.1	0	0	0	0.0280778	0	0	1	0	1	0.00380228	0	0.00380228	0.00380228	0	0.3	0	0.3	0.58442	0.438315	0.730525	1.60715	1	0.4375	2.19487	2.55527	2.43479	2.23903	2.23903	2.23903	2.29661	2.88264	2.56528	10	-1.54	-1.54	0	-1.83	0.955756	-1.83	0.955756	-3	0	0	0.9	0.1	0	0	0.9	0.1	0	0	1	0	0	-2.05	-1.97333	-1.915	-1.988	1	1	1	1	1	1	1	1	1	1	0	0.00996016	1	10	10	10	1	0	0	0	0	0	2.5	5.75	0.1	4	0	0	0	0	1	0	0	0	0	0	1	1	10	10
_47206131110	1	0	0.693147	-0.693147	4.75359	0	0	0	0	0	0	2	4	2	0	2	1	1	1	0	0	0	0	0	0	4.20469	0	4.20469	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.240741	0	0.333333	4.09717	0.015235	1.79842	1.43748	49	0	0.02	0.549015	4.20605	0.0384242	0	0	4.4	0	0	0	4.4	18.5066	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588562	0	0	0	1	1	2.5	2.5	2.5	2.54742	2.54742	2.54742	2.54742	2.54742	2.54742	4	-0.48	-0.48	0	-0.645	0.0195667	-0.645	0.0195667	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.61	-0.6	-0.645	-1.116	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	4	4	4	1	0	0	0	0	0	2.5	5.75	0.25	4	0	0	0	0	1	0	0	0	0	0	1	1	4	4
_47207159646	1	0	0	0	0	1	0	0	0	0	0	3	1	3	0	3	1	1	1	0	0	0	0	0	0	3.09104	0	3.09104	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39445	0	4.11087	0	80	60	0.753086	0.947432	4.39445	0	0	0	4.4	0	0	0	4.4	19.3356	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.166667	1	0	0	0	0	0	0	0	0	0	0	0.0123457	0	0.0123457	0	0	0	0	0	0.185376	0	0.185376	1	1	2.73132	3.19112	2.70417	2.73132	2.73132	2.73132	2.73132	3.19112	2.70417	1	-0.38	-0.38	0	-0.38	0	-0.38	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.69	-2.12667	-2.345	-2.476	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	4	0	0	0	0	1	0	0	0	0	0	1	1	1	1
_47207527347	1	2.3979	2.19722	0.200671	6.41836	0	0	1	0	1	0	9	10	4	4.44444	0	1	2	2	0	0	0.940448	0.940448	0.940448	0.940448	11.607	27.7125	7.1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.235264	0.235264	0.2	0	0.601544	0.544572	0	3.50385	0.747531	2.7762	2.9046	123	110	0.895161	0.83844	4.73866	0.0468992	3.30881	0.727182	4.4	0	0	0	4.4	20.8501	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.5	0.2	0	0	0	0	0	0	0	0	0	0.00769231	0.00769231	0.00769231	0.00769231	0	0.4	0	0.4	0.666097	0.666097	0.666097	1.33219	1	0.666667	2.61205	3.24108	2.67895	2.58729	2.58729	2.58729	2.69061	2.99107	2.7566	10	0.56	0.56	0	-0.696	0.572516	0.326667	0.280933	-1.13429	0.0180952	0	0.8	0.2	0	0	0.333333	0.666667	0	0	1	0	0	-0.19	0.106667	-0.155	-0.18	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.3	10	3	5	1.66667	0	0	0	0	0	2.5	5.75	0.2	0	0.1	0.4	0	0	0.5	0	0	0	0	0	1	1	10	10
