instance	true	probability	assigned	uid	uname	forum	title	content	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	Trate_TrateNum	Trate_NowTrateScore	Trate_NowThreadTrateScore	Trate_NowReplyTrateScore	Trate_TrateMean	Trate_TrateVar	Trate_ThreadTrateMean	Trate_ThreadTrateVar	Trate_ReplyTrateMean	Trate_ReplyTrateVar	Trate_Bukets0	Trate_Bukets1	Trate_Bukets2	Trate_Bukets3	Trate_TBukets0	Trate_TBukets1	Trate_TBukets2	Trate_TBukets3	Trate_PBukets0	Trate_PBukets1	Trate_PBukets2	Trate_PBukets3	Trate_TrateMean2	Trate_TrateMean3	Trate_TrateMean4	Trate_TrateMean5	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	LTrate2_TrateNum	LTrate2_NowTrateScore	LTrate2_NowThreadTrateScore	LTrate2_NowReplyTrateScore	LTrate2_TrateMean	LTrate2_TrateVar	LTrate2_ThreadTrateMean	LTrate2_ThreadTrateVar	LTrate2_ReplyTrateMean	LTrate2_ReplyTrateVar	LTrate2_Bukets0	LTrate2_Bukets1	LTrate2_Bukets2	LTrate2_Bukets3	LTrate2_TBukets0	LTrate2_TBukets1	LTrate2_TBukets2	LTrate2_TBukets3	LTrate2_PBukets0	LTrate2_PBukets1	LTrate2_PBukets2	LTrate2_PBukets3	LTrate2_TrateMean2	LTrate2_TrateMean3	LTrate2_TrateMean4	LTrate2_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
47501714917	0	1	1	530118890	smileabby1	临城	出售三星手机	三星S4九成新，证件齐全，刚才四个月，还在保修期，3200价格可商量	0	1.09861	-1.09861	6.72263	0	1	1	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	4.74493	0	4.74493	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14313	0	3.89182	0	62	48	0.777778	0.951136	0	0	4.14313	0	4.4	0	0	0	4.4	18.2298	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0.015873	0	0.015873	0	0.333333	0	0.333333	0	0.194434	0	0.194434	1	1	2.39572	3.12544	2.46882	2.39572	2.39572	2.39572	2.39572	3.12544	2.46882	1	0.1	0	0.1	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.18	0	-1.18	-1.18	0	-3	0	-1.18	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.09	-2.39333	-2.545	-2.636	1	-0.58	0	-0.58	-0.58	0	-3	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	2.5	5.75	0	3	0	0	0	1	0	0	0	0	0	0	1	0	1	1
47481963109	0	0.988819	1	848327567	无名氏记实	70年代	算命	昨天出去吃饭，走在路上，看见一算命先生坐在路边，地上放一红布，20元一卦，神算啊！我掏出20元给大师，大	2.07944	1.79176	0.287682	5.84064	1	0	0	0	0	0	11	6	5.33333	34.2667	10	1	1	1	0	0	1.0114	0.450561	0.450561	0.693147	2.38006	0.268334	2.19722	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422504	0.422504	0.333333	1	0.0471698	0.0471698	0.4	4.15639	1.95196	3.9912	1.75663	196	158	0.807107	0.967964	5.2832	0	3.03559	1.08851	4.4	0	0	0	4.4	23.2461	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0246914	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0.193934	1	0	2.20421	2.09805	2.44719	2.77777	2.77777	2.77777	2.89248	2.88876	3.10699	6	0.1	0.1	0	0.0765	0.0006735	0.0696667	0.000710333	0.0833333	0.000833333	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0696667	0.06475	0.0718	6	-1.84	-1.84	0	-1.61	0.10028	-1.84667	0.000133333	-1.37333	0.0825333	0	1	0	0	0	1	0	0	0	1	0	0	-1.85	-1.84667	-1.7	-1.592	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.5	6	3	6	2	0	0	0	0	0	2.5	5.75	0.333333	1	0	1	0	0	0	0	0	0	0	0	1	1	6	6
47514455322	0	0.992531	1	538899425	柯景藤	魔兽世界	[直播]           扒下楼主在莆田的这几年   [非广告，吧务勿手	在莆田的这几年，楼主也算半个莆田人了  楼主就直播下关于莆田这几年的那些事 <br><img class="BDE_Image" 	0	0.693147	-0.693147	6.71052	0	0	1	1	0	2	11	6	8.33333	16.6667	0	1	1	1	0	0	0.450561	0.450561	0.450561	0.450561	11.3578	13.2348	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136377	0.136377	0	0	0.0512821	0.0512821	0	2.76216	2.38536	2.59062	2.52436	78	76	0.974684	0.954405	5.55296	0	5.12261	0.917697	4.4	0	0	1	4.4	24.433	4.4	4.4	0	0.833333	4.62747	0	0	0	0.833333	4.62747	1	1	1	0	1	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.39286	2.7196	2.84213	2.6875	2.6875	2.6875	2.74643	2.83687	2.87279	6	0.1	0.1	0	0.0928333	0.000308167	0.1	0	0.0914	0.0003698	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-2.12	-2.12	0	-1.93	0.01516	-2.12	0	-1.892	0.00812	0	1	0	0	0	1	0	0	0	1	0	0	-2.03	-2.00667	-1.99	-1.968	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	2	2	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	0.833333	0.166667	0	0	0	0	1	1	6	6
47513665563	0	0.996467	1	474824448	卖萌自重00288	翡翠	禧恩德的翡翠咋样？有谁买过吗？	麻烦知道的说下～我在此先谢过	3.63759	1.09861	2.53897	6.79794	0	0	1	1	0	0	0	6	0	0	0	1	0	0	0	0	1.79176	1.79176	1.56071	1.79176	4.24913	10.2697	4.27667	0.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4562	0.4562	0.166667	0.26087	0.272886	0.272886	0.162791	3.87444	0.554971	3.67768	0.782648	28	26	0.931034	0.959634	3.81499	0.400856	3.90416	0.787799	4.4	0	0	0	4.4	16.7859	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.421053	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0	1	1	2.39473	2.74911	2.6667	2.29001	2.29001	2.29001	2.35824	2.51724	2.8092	6	0.1	0.1	0	0.115167	0.00197857	0.0775	0.0010125	0.134	0.00154133	1	0	0	0	1	0	0	0	1	0	0	0	0.0775	0.085	0.10575	0.1046	6	-1.92	-1.92	0	-1.50333	0.0509467	-1.66	0.1352	-1.425	0.0153	0	1	0	0	0	1	0	0	0	1	0	0	-1.66	-1.53333	-1.5	-1.488	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	6	3	0	0	0	0	0	2.5	5.75	0.5	3	0	0	0	0.5	0.5	0	0	0	0	0	1	1	6	6
47479896986	0	0.999503	1	712210910	ZSMJyaoim	dota	DOTA哪个英雄最色～	当然是先知拉	0.693147	0.693147	0	6.38012	0	0	1	1	0	0	6	6	6	0	6	2	2	2	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158938	0.180822	0	0.137931	0.0564815	0	0	2.98677	0.443894	2.96228	0.403635	12	12	1	0.993856	2.96612	0.32188	2.9971	0.632103	4.4	0	0	0	4.4	13.0509	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.1238	3.1238	3.1238	2.67583	2.67583	2.67583	2.80795	2.84849	2.92453	6	0.1	0.1	0	0.093	0.000454	0.104	3.2e-05	0.0875	0.000625	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.0875	0.0916	6	-1.3	-1.3	0	-1.46	0.01952	-1.31	0.0002	-1.535	0.00996667	0	1	0	0	0	1	0	0	0	1	0	0	-1.38	-1.4	-1.45	-1.424	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	4	3	3	3	1	6	5	5	5	0	0	0.333333	6	2	3	1.5	0	0	0	0	0	2.5	5.75	0.166667	0	1	0	0	0	0	0	0	0	0	0	1	1	6	6
47477278085	0	0.999318	1	680828310	云袭丶月	山东理工大学	学校保全人员能不能用点心	去学校东门的路上，不是校内不允许骑摩托车了么？为什么这位大爷这么潇洒的喷薄而过留下一路烟雨.<img clas	0	0.693147	-0.693147	6.44731	0	0	1	0	1	0	7	1	7	0	7	1	1	1	0	0	0	0	0	0	9.59723	0	9.59723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52179	0	4.46591	0	91	86	0.945652	0.98988	5.57973	0	0	0	4.4	0	0	1	4.4	24.5508	4.4	4.4	0	0.166667	0.929955	0	0	0	0.166667	0.929955	1	1	1	0	1	0	0	0	0.0277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.14817	2.47046	2.66343	2.14817	2.14817	2.14817	2.14817	2.47046	2.66343	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.34	-1.34	0	-1.34	0	-1.34	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.17	-2.44667	-2.585	-2.668	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	5	0	0	0	0	0	1	0	0	0	0	1	1	1	1
47512955048	0	0.992512	1	890441712	西门庆567	迁安	好久没上贴吧了还有人认识我吗	<img class="BDE_Image" width="560" height="420" changedsize="true" src="http://imgsrc.baidu.com/foru	1.94591	1.94591	0	5.58725	1	0	0	0	0	0	8	2	8	0	8	1	0	0	0	0	0	0	0	0	2.63906	0	2.63906	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333	0	0.125	1.09861	2.4139	1.09861	2.4139	0	0	1	1	3.68101	4.40321	0	0	4.4	0	0	0	4.4	16.1964	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.8053	2.8053	2.8053	2.8053	2.8053	2.8053	2	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	2	-1.56	-1.56	0	-1.33	0.1058	-1.33	0.1058	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.33	-1.88667	-2.165	-2.332	2	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-1.38667	-1.79	-2.032	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	5	0	0	0	0	0.5	0.5	0	0	0	0	1	1	2	2
47481899190	0	0.982277	1	400565648	1006616047	eve	新人 想找个人带我	有没	2.83321	2.48491	0.348307	6.89366	1	1	1	1	0	0	9	6	5.83333	20.5667	0	0	0	0	0	0	1.0114	1.0114	0.693147	0.450561	4.36154	1.74762	3.66356	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476244	0.0476244	0	0	0.174741	0.111105	0	2.59545	0.641566	2.41879	0.408146	4	4	1	0.950865	2.15874	0.603474	2.88235	0.746774	4.4	0	0	0	4.4	9.49847	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.69749	2.69749	2.69749	2.73699	2.73699	2.73699	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.22	-1.22	0	-1.22333	0.0151067	-1.3	0.0128	-1.185	0.0150333	0	1	0	0	0	1	0	0	0	1	0	0	-1.16	-1.2	-1.245	-1.256	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	5	2.5	0	0	0	0	0	2.5	5.75	0.666667	3	0	0.5	0	0.333333	0	0.166667	0	0	0	0	0.286192	1	6	6
47503079733	0	0.998823	1	1111538247	20i4鎮犳偁馃憡	穿越火线	北大一小菜逼，求妹子带教学		0	0	0	0	1	0	1	1	0	2	3	1	3	0	3	0	2	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.06	-1.06	0	-1.06	0	-1.06	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.03	-2.35333	-2.515	-2.612	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	3	0	0	0	1	0	0	0	0	0	0	1	1	1	1
47508508930	0	0.995279	1	486567838	Kiss→小坏	同志	千人群期待你的加入	群号315646695	1.79176	2.19722	-0.405465	6.77992	0	1	0	0	0	0	9	6	7.16667	4.16667	5	2	3	1	0	0	1.24245	0.450561	0.450561	0.867563	2.88295	0.337647	3.04452	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0.333333	0	1	0.354106	0.354106	0	1.70329	1.75771	0.804719	0.777087	13	4	0.357143	0.6676	2.63906	0	3.70623	2.05385	4.4	0	0	0	4.4	11.6119	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.666667	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1	-1	0	-1.22333	0.0375067	-1	0	-1.335	0.0126333	0	1	0	0	0	1	0	0	0	1	0	0	-1.18	-1.28	-1.21	-1.212	6	-0.58	-0.58	0	-0.586667	0.000106667	-0.58	0	-0.59	0.000133333	0	1	0	0	0	1	0	0	0	1	0	0	-0.59	-0.593333	-0.59	-0.588	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	5	2.5	0	0	0	0	0	2.5	5.75	0.166667	4	0	0	0	0	1	0	0	0	0	0	1	1	6	6
47497606265	0	0.99215	1	958343849	唯爱艺666	武艺	爱武艺没道理	今天买了一个他的写真，然后我一看销售量是0，那也没关系，反正我稀罕他	2.63906	0.693147	1.94591	5.0814	1	0	1	1	0	0	7	5	6.8	0.2	7	1	0	0	0	0	0.950271	0.950271	0.950271	0.500402	6.45839	2.00533	3.93183	0.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148445	0.148445	0	0.190476	0.100529	0.052381	0	3.11016	0.449302	2.99889	0.428176	67	60	0.897059	0.972929	4.21951	0	2.83282	0.0862983	4.4	0	0	0	4.4	18.5658	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0212766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.1502	2.24729	2.40789	2.60397	2.60397	2.60397	2.60397	2.62339	2.65551	5	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	5	-1.8	-1.8	0	-1.848	0.16152	-1.8	0	-1.86	0.2144	0	1	0	0	0	1	0	0	0	1	0	0	-1.99	-2.06667	-2.005	-1.848	5	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	2	2	2	2	1	2	2	2	2	0	0	0.166667	5	1	4	4	0	0	0	0	0	2.5	5.75	0.6	5	0	0	0.2	0.4	0	0.4	0	0	0	0	1	1	5	5
47503137071	0	0.993948	1	811627853	我j8王	处对象	处个对象啊。？？	没有圈子不爱处qy。<img class="BDE_Image" src="http://imgsrc.baidu.com/forum/pic/item/92eb45086e061d9	3.21888	3.43399	-0.215111	6.04025	1	0	1	0	1	0	9	1	0	0	0	1	2	1	0	0	0	0	0	0	7.77022	0	7.77022	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94444	0	2.70805	0	18	14	0.789474	0.94007	5.2575	0	0	0	4.4	0	0	1	4.4	23.133	4.4	4.4	0	0.166667	0.876249	0	0	0	0.166667	0.876249	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.90354	2.90354	2.90354	2.90354	2.90354	2.90354	2.90354	2.90354	2.90354	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.6	-1.6	0	-1.6	0	-1.6	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.3	-2.53333	-2.65	-2.72	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	3	0	0	0	1	0	0	0	0	0	0	1	1	1	1
47483487955	0	0.973864	1	790960967	我本无赖8	帝吧	济南 特 色	人的一生不缺少美，只是缺少一双发现美的眼睛<img class="BDE_Image" src="http://imgsrc.baidu.com/forum/	0	1.38629	-1.38629	6.1591	0	0	1	1	0	0	10	2	5	50	0	1	0	0	0	0	0.693147	0.693147	0.693147	0.693147	6.84401	5.99979	5.11199	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118421	0.118421	0	0.236842	0	0	0.727273	3.56425	0.0775803	3.5047	0.0872513	42	40	0.953488	0.986954	5.84043	0.000828379	0	0	4.4	0	0	1	4.4	25.6979	4.4	4.4	0	0.333333	1.94681	0	0	0	0.333333	1.94681	1	1	1	0	1	0	0	0	0.037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.2872	2.74527	2.46345	2.3967	2.3967	2.3967	2.3967	2.66065	2.69116	2	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	2	-1.56	-1.56	0	-1.43	0.0338	-1.43	0.0338	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.43	-1.95333	-2.215	-2.372	2	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-1.38667	-1.79	-2.032	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	5	0	0.5	0	0	0	0.5	0	0	0	0	0.351713	1	2	2
