instance	true	probability	assigned	uid	uname	forum	title	content	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
47467021299	1	0.94148	1	541703067	sos1308454	衡水	专业治理室内甲醛	专业治理室内、车内甲醛，效果保证，价格合理。活动日期3月15日至4月15日，活动期间免费上门检测，室内优惠	0	0	0	6.70564	1	1	1	1	0	0	0	10	0	0	0	2	0	0	1	0	0	0	0	0	3.93183	2.19128e-31	3.93183	0.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	1	0.69374	0	0.736842	5.03044	8.76512e-31	4.59512	8.76512e-31	152	98	0.647059	0.927813	5.04608	0.000243073	5.03695	0	4.4	0	0	0	4.4	22.2028	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	1	0.1	0	0	0	0.0285714	0.1	0	0	0	0	0	0.0188679	0	0.0251572	0	0	0	0	0	4.97476	0	6.63302	1	0.75	2.50828	3.15472	2.7745	2.50828	2.50828	2.50828	2.50828	3.15472	2.7745	10	-0.22	-0.22	0	-0.672	0.425707	-0.274286	0.0206286	-1.6	0.0084	0	1	0	0	0	1	0	0	0	1	0	0	-0.22	-0.653333	-0.885	-0.752	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.7	10	7	10	1.42857	0	0	0	0	0	2.5	5.75	0.3	2	0	0	0.8	0	0	0.2	0	0	0	0	1	1	10	10
47467799996	1	0.867835	1	1094669750	kqxwtxh36887	功夫小子	心里鄙夷丫	<img class="BDE_Image" height="570" src="http://imgsrc.baidu.com/forum/pic/item/863c15385343fbf22a5e	0	0	0	2.3979	0	0	0	0	0	0	2	6	0.333333	0.666667	0	2	0	0	1	0	1.79176	0.636514	0.636514	1.0114	6.90277	7.13036	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501543	0.0501543	0	0.111111	0.00757576	0.00757576	0.111111	2.36178	0.248189	2.36178	0.248189	10	10	1	1	5.26584	0.000710608	0	0	4.4	0	0	0	4.4	23.1697	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.13627	3.13627	3.13627	2.74293	2.74293	2.74293	2.85422	2.85422	2.85422	6	-1.24	-1.24	0	-1.39333	0.0676267	-1.39333	0.0676267	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.56	-1.44	-1.415	-1.376	1	3	3	3	2	1	3	3	3	3	0	0.0166003	1	6	6	6	1	0	0	0	0	0	2.5	5.75	0.666667	3	0	0	0	0.833333	0	0.166667	0	0	0	0	1	1	6	6
47470254777	1	0.949436	1	1110480926	AIA盟U苏决垒8	江南十校	高三体检说是要全部脱光检查	就欺负你们，你们说行不行？M	0	0	0	0	0	0	0	0	0	0	2	10	2	0	2	2	1	0	1	0	0.673012	0.673012	0.673012	0.673012	5.59255	8.51525	8.98306	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	1	0.34897	0.148619	0.171429	3.3322	2.19128e-31	3.13549	0	27	22	0.821429	0.954593	3.3322	2.19128e-31	0	0	4.4	0	0	0	4.4	14.6617	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	1	1	2.28113	2.55076	2.19722	2.28113	2.28113	2.28113	2.28113	2.55076	2.19722	10	-1.9	-1.9	0	-1.616	0.0374933	-1.616	0.0374933	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.77	-1.63333	-1.6	-1.668	4	9	6	6	6	5	10	10	10	10	0	0.00996016	1	10	10	10	1	0	0	0	0	0	2.5	5.75	0.1	5	0	0	0	0	0	1	0	0	0	0	4.62963e-05	1	10	10
47470265102	1	0.958745	1	1092824237	nukovqx57458	杀神	，就守了五六年。不少男人	，就守了五六年。不少男人<br><img class="BDE_Image" height="570" src="http://imgsrc.baidu.com/forum/p	0	0	0	2.56495	0	0	0	0	0	0	2	10	0.2	0.4	0	2	0	0	1	0	2.30259	1.16828	1.16828	1.69574	7.44363	5.06242	4.26268	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220384	0.219684	0	0.172414	0.374272	0.38614	0.212121	3.93183	2.19128e-31	3.73587	0.01484	50	40	0.803922	0.960267	5.46806	8.76512e-31	0	0	4.4	0	0	0	4.4	24.0595	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0151515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.41448	2.66874	2.66874	2.3922	2.3922	2.3922	2.5792	2.90691	2.82235	10	-1.62	-1.62	0	-1.486	0.106316	-1.486	0.106316	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.71	-1.46667	-1.565	-1.508	1	6	6	4	4	1	6	6	5	5	0	0.00996016	1	10	10	10	1	0	0	0	0	0	2.5	5.75	0.8	3	0	0	0	0.5	0.3	0.2	0	0	0	0	1	1	10	10
47474978571	1	0.0819021	0	968098578	freejustintalk	郑州	想瘦加我	微信justintalk	0	0	0	4.97673	1	0	1	1	0	1	5	10	3.4	2.48889	3	2	2	2	0	0	1.05492	0	0	0.673012	2.71349	1.21307	3.93183	0.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538016	0.465564	0	0.114286	0.214532	0.153936	0.0952381	2.95625	1.48908	2.42382	1.36965	14	4	0.333333	0.865422	3.81485	1.42973	3.13549	0	4.4	0	0	0	4.4	16.7853	4.4	4.4	0	0.1	0.381485	0	0	0	0.1	0.381485	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	1	1	2.5	2.5	2.5	3.00983	3.00983	3.00983	3.64054	3.64054	3.64054	10	-0.9	-0.9	0	-1.114	0.0268489	-1.068	0.05072	-1.16	0.0044	0	1	0	0	0	1	0	0	0	1	0	0	-0.83	-0.953333	-0.98	-1.04	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.5	10	5	9	1.8	0	0	0	0	0	2.5	5.75	0.3	3	0	0	0	0.9	0	0.1	0	0	0	0	1	1	10	10
47272765523	1	0.77724	1	988278289	Miss_纯黑	dnf红眼	【申请吧主】浓情渐深，人渐远【幻晓】【阿康】	1、打我、骂我、指使我，这天都由你了。&lt;br/&gt;我保证打不还手，骂仅还一口——亲你一口，&lt;br/&gt;	2.19722	2.19722	0	4.67283	1	0	0	0	0	2	9	9	2	15.75	0	2	3	1	0	0	0.529706	0.529706	0	0.529706	2.66464	0.516138	2.30259	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.674747	0.674747	0.666667	0.806818	0.5623	0.0350877	0.542857	6.89109	4.06506	6.47933	3.41047	1331	804	0.604354	0.947819	7.89806	0.0962659	4.26555	1.4942	4.4	0	0	0	4.4	34.7515	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0182482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.15711	2.82595	2.42656	2.3264	2.3264	2.3264	2.50325	2.64119	2.65662	9	0.02	0.02	0	0.211111	0.943811	0.68	0.101467	-1.43	0.0162	0	0.222222	0.777778	0	0	0	1	0	0	1	0	0	0.35	0.486667	0.625	0.656	3	5	5	5	5	5	7	7	7	7	0	0.0110668	0.777778	9	7	8	1.14286	0	0	0	0	0	2.5	5.75	0.222222	2	0	0	0.222222	0	0	0.777778	0	0	0	0	2.31481e-05	1	9	9
47273031673	1	0.337195	0	1064916956	我似战神时代	美女	无聊	无聊的妹子给我留电话我给你聊	2.48491	1.09861	1.38629	3.68888	1	0	1	1	0	2	5	10	4.3	1.12222	5	1	1	1	0	0	1.35924	0.940448	0.801819	1.35924	6.51227	11.8789	3.93183	0.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101057	0.101057	0	0.413793	0.66455	0.517977	0	2.07237	2.56442	1.83168	2.20637	28	28	1	0.921662	1.51998	2.81587	2.93299	1.51817	4.4	0	0	0	4.4	6.6879	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.2	1	0	0	0	0.0322581	0	0	1	0	1	0	0.0344828	0	0.0344828	0	0.7	0	0.7	0.325482	0.976446	0.325482	1.30193	1	0.8	2.13434	1.99597	2.55124	2.42042	2.42042	2.42042	2.54136	2.54136	2.55161	10	-1	-1	0	-1.15	0.0498889	-1.05	0.00748	-1.3	0.0872	0	1	0	0	0	1	0	0	0	1	0	0	-1.34	-1.23333	-1.2	-1.18	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.6	10	6	10	1.66667	0	0	0	0	0	2.5	5.75	0.3	4	0	0	0	0	0.7	0.3	0	0	0	0	1	1	10	10
47273554270	1	0.204843	0	267049944	殇紫枫凋零	鸡西	夜很长，心很凉，梦中郎，在何方？微信38996846	<div class="pic_src_wrapper"><img width="500" height="693" class="BDE_Image" src="http://imgsrc.baid	3.3322	3.3673	-0.0350913	7.1025	1	1	1	0	1	2	11	10	5.2	14.4	0	1	1	1	0	0	1.22753	0.673012	0.673012	1.0889	5.86761	3.5639	2.48491	0.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.986271	0.568182	1	1.37359	3.1446	1.34692	3.02365	30	28	0.935484	0.988761	5.95324	0	4.94876	9.46633e-31	4.4	0	0	1	4.4	26.1943	4.4	4.4	0	0.4	2.3813	0	0	0	0.4	2.3813	1	1	1	0.6	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	10	-1.3	-1.3	0	-1.328	0.00597333	-1.3	0	-1.34667	0.00970667	0	1	0	0	0	1	0	0	0	1	0	0	-1.3	-1.3	-1.3	-1.308	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.4	10	4	7	1.75	0	0	0	0	0	2.5	5.75	0.1	5	0	0	0	0	0	1	0	0	0	0	1	1	10	10
47275712939	1	0.0555211	0	812425052	138xcw	武动乾坤	绝对给力，部管你是手机还是电脑！	<img class="BDE_Image" src="http://imgsrc.baidu.com/forum/pic/item/41d16da98226cffca069970abb014a90f	2.07944	2.48491	-0.405465	6.02587	1	0	1	1	0	0	8	10	4.8	6.4	0	0	2	2	0	0	1.35924	0.801819	0.801819	1.0889	2.54397	5.96884	9.0833	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221382	0.221382	0	0	0.178023	0.178023	0.277778	2.46406	3.1361	2.1507	2.34284	0	0	1	0.90954	4.45386	0.989691	4.45936	0.323136	4.4	0	0	1	4.4	19.597	4.4	6.11	0.1	0.4	1.78154	0	0	0	0.4	1.78154	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	1	1	2.5	2.5	2.5	2.38901	2.38901	2.38901	2.59844	2.61746	2.6588	10	-1.5	-1.5	0	-1.136	0.195804	-1.18667	0.301067	-1.06	0.0728	0	1	0	0	0	1	0	0	0	1	0	0	-1.37	-1.42	-1.38	-1.28	1	3	2	2	2	1	3	3	3	3	0	0.00996016	0.6	10	6	6	1	0	0	0	0	0	2.5	5.75	0.1	0	1	0	0	0	0	0	0	0	0	0	1	1	10	10
47275896398	1	0.0170559	0	857135567	1米92万人迷9	身高	@那一抹记忆岁月 湖南杂种你全家2014年必死 快滚进来看你妈遗照	<img class="BDE_Image" src="http://imgsrc.baidu.com/forum/pic/item/37ab0f2442a7d93359c0cecbaf4bd1137	0	1.09861	-1.09861	5.77455	0	0	1	1	0	0	5	10	4.7	0.9	5	0	1	0	0	0	0.943348	0.943348	0.693147	0.943348	3.20732	1.64446	1.79176	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311053	0.311053	0	0.05	0.403326	0.372726	0	3.44665	0.806052	3.4814	0.96757	10	10	1	1.00782	5.9112	0.00945012	4.22191	2.42652	4.4	0	0	1	4.4	26.0093	4.4	4.4	0	0.2	1.18224	0	0	0	0.2	1.18224	1	1	1	0	1	0	0	0	0.123596	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0.449777	0	1	0	1.53598	1.53598	1.53598	2.94884	2.94884	2.94884	3.44453	3.64745	3.84279	10	-1.2	-1.2	0	-1.458	0.100573	-1.22667	0.0149333	-1.55714	0.107657	0	1	0	0	0	1	0	0	0	1	0	0	-1.68	-1.52	-1.52	-1.48	1	2	2	1	1	1	2	2	1	1	0	0.00996016	0.3	10	3	6	2	0	0	0	0	0	2.5	5.75	0.1	5	0.9	0	0	0	0	0.1	0	0	0	0	1	1	10	10
47276167851	1	0.972596	1	916812644	要昵称干嘛呢	剑灵	AK幻想神域，将于2014年3月13日正式公测	RC群号：26799474<br>QQ群号：194449725<br><br><br>官方网站　<a href="http://www.aurakingdom.hk" targe	0.693147	0	0.693147	5.37528	0	0	1	1	0	0	8	6	2.16667	12.1667	0	1	1	1	0	0	1.79176	0.693147	0.693147	1.56071	5.09644	4.56962	4.66344	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333	0.833333	0.833333	1	0.780387	0.780387	1	6.89366	9.46633e-31	6.67582	0	985	792	0.80426	0.972404	7.11883	9.46633e-31	0	0	3.88667	0	0	0	3.72	26.482	1	4.4	1	0	0	0	0	0	0	0	0.0833333	1	1	1	0.166667	0	0	0	0.0128205	0	0	0	0	0	0	0.000809717	0	0.00161943	0	0.5	0	0.5	0	0.760104	0	1.52021	1	0.5	2.66115	2.85447	2.39032	2.66115	2.66115	2.66115	2.66115	2.85447	2.39032	6	-1.14	-1.14	0	-1.25667	0.0165467	-1.25667	0.0165467	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.14	-1.14	-1.195	-1.236	1	1	1	1	1	1	1	1	1	1	0	0.0166003	1	6	6	6	1	0	0	0	0	0	2.5	5.75	0.166667	0	1	0	0	0	0	0	0	0	0	0	1	1	6	6
47278140603	1	0.71541	1	795639280	1直没节操	反恐精英ol	233	<br><br><br><br>　　　<br> --【节操牌】给力代抽过年火热预定中!<br>　代刷　带挂机　代签到　大量免费开	3.58352	8.26023	-4.67672	6.1203	1	0	1	0	1	1	14	3	14	0	14	0	1	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	0.666667	0.333333	1	0	0	0	5.15902	9.85262e-05	4.69135	0	172	108	0.630058	0.924067	5.36598	0	5.3799	0	4.4	0	0	0	4.4	23.6103	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.5	0.333333	0	0	0	0.0217391	0	0	0	0	0	0.0046729	0.00934579	0	0.00934579	0	0	0	0	0.48709	0.974181	0	0.974181	1	1.5	2.82352	3.54533	2.99457	2.82352	2.82352	2.82352	2.82352	3.54533	2.99457	3	-0.12	-0.12	0	-0.533333	0.512533	-0.12	0	-1.36	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.74	-0.533333	-1.15	-1.52	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	3	2	2	1	0	0	0	0	0	2.5	5.75	0.333333	1	0	1	0	0	0	0	0	0	0	0	1	1	3	3
47278372374	1	0.769166	1	923084048	hbwjy08	山东大学	！！！决心做淘宝的留扣！！！		0	3.13549	-3.13549	5.33272	1	1	1	0	1	2	8	10	3.6	14.4889	0	2	0	0	1	0	1.83437	1.47081	0.693147	1.47081	6.20295	6.08016	9.59655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.62093	0.62093	0.4	0	0.766327	0.599661	1	3.24731	3.42196	3.06443	2.98185	0	0	1	0.956942	0	0	4.18313	0.761175	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0285714	0	0	1	0	1	0	0	0	0	0	0.2	0	0.2	0	1.41266	0	1.41266	1	1	2.5	2.5	2.5	2.53608	2.53608	2.53608	2.66774	2.65297	2.92358	10	-0.56	-0.56	0	-1.22	0.129067	-0.56	0	-1.385	0.0103714	0	1	0	0	0	1	0	0	0	1	0	0	-0.56	-0.8	-0.92	-1.02	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.2	10	2	8	4	0	0	0	0	0	2.5	5.75	0.1	1	0	1	0	0	0	0	0	0	0	0	1	1	10	10
47281017323	1	0.811043	1	1093426537	歌神68	聊城	急需用钱，特价处理两辆5万以内的车，请吧主勿删，帮帮忙	一辆09年12月上牌的营转非志俊，2.25万，黑色，车况机器超级棒，全车9成新，一辆橙色的奇瑞风云2最高配两厢	0.693147	0	0.693147	2.19722	1	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0.639032	0	0	0.639032	8.0155	6.91751	2.07944	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442798	0.442798	0.2	0.0344828	0.901802	0.4875	0	4.17578	2.8942	3.96593	2.59617	255	192	0.753906	0.959457	5.54518	0	3.59001	3.00694	4.4	0	0	0	4.4	24.3988	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.6	0.166667	0	0	0	0.0214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386415	0	0.579623	1	0.666667	2.80998	3.57179	3.01504	2.69183	2.69183	2.69183	2.96446	3.40807	3.25292	10	-0.56	-0.56	0	-1.146	0.147382	-0.633333	0.0161333	-1.36571	0.0279619	0	1	0	0	0	1	0	0	0	1	0	0	-0.91	-0.866667	-0.79	-0.892	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.3	10	3	5	1.66667	0	0	0	0	0	2.5	5.75	0.3	5	0	0.5	0.4	0	0	0.1	0	0	0	0	1	1	10	10
47281615983	1	0.985765	1	975504032	体育学院13级	成都	坐飞机的孩子戳进来	订购全国超低价任意区间机票，比携程，去哪儿网特价机票便宜10%，只要你能在网上找到的机票，不论价钱多低	0.693147	0	0.693147	4.86753	1	1	1	1	0	0	7	10	3.5	13.6111	0	1	0	1	0	0	1.35924	0.500402	0.500402	0.639032	7.6614	8.69919	0.693147	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713203	0.718433	0.7	1	0.340864	0.18254	1	4.73264	1.64994	4.55278	1.54128	201	170	0.846535	0.968625	5.37207	0.000719714	3.72707	3.53341	4.4	0	0	0	4.4	23.6371	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.8	0.125	0	0	0	0.027027	0	0	0	0	0	0.00483092	0	0.00483092	0	0	0	0	0	1.39552	0	1.39552	0.872199	1	0.615385	2.58499	3.11731	2.97721	2.75102	2.75102	2.75102	2.91706	3.31959	3.20751	10	-0.58	-0.58	0	-0.758	0.0604844	-0.6475	0.00696429	-1.2	0.0072	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.766667	-0.7	-0.696	1	3	3	2	2	1	3	3	2	2	0	0.00996016	0.8	10	8	10	1.25	0	0	0	0	0	2.5	5.75	0.2	1	0	0.8	0.2	0	0	0	0	0	0	0	1	1	10	10
47281652092	1	0.990409	1	1081563123	atubim84	定边	体重终于下百，制表收人，不用做运动，也不节吃，小伙伴们来吧，亿	胃小妞镇楼，度娘万岁，大家不用再羡慕别人的小细腿水蛇腰，因为你也可以<br><img class="BDE_Image" src="	0	0	0	3.04452	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	3.66356	0	3.66356	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70048	0	4.65396	0	109	104	0.954545	0.991839	6.03069	0	0	0	5.255	0	0	1	4.4	26.535	4.4	6.11	0.166667	0.166667	1.00511	0	0	0	0.166667	1.00511	1	1	1	0	1	0	0	0	0.0208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.38304	3.64097	2.1986	2.38304	2.38304	2.38304	2.38304	3.64097	2.1986	1	0.18	0.18	0	0.18	0	0.18	0	-3	0	0	0	1	0	0	0	1	0	0	1	0	0	-1.41	-1.94	-2.205	-2.364	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1
47285751669	1	0.987991	1	1080800689	shiyousfan52	燃战	体重终于下百，制表收人，不用做运动，也不节吃，小伙伴们来吧，乱	椒小妞镇楼，度娘万岁，大家不用再羡慕别人的小细腿水蛇腰，因为你也可以<br><img class="BDE_Image" src="	0	0	0	3.09104	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1.38629	0	1.38629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70048	0	4.59512	0	109	98	0.9	0.981517	6.00881	0	0	0	5.255	0	0	1	4.4	26.4388	4.4	6.11	0.166667	0.166667	1.00147	0	0	0	0.166667	1.00147	1	1	1	0	1	0	0	0	0.0222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.33022	3.67682	2.1986	2.33022	2.33022	2.33022	2.33022	3.67682	2.1986	1	0.14	0.14	0	0.14	0	0.14	0	-3	0	0	0	1	0	0	0	1	0	0	1	0	0	-1.43	-1.95333	-2.215	-2.372	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1
